Kmeans Type, data clusters, k clusters, Points Used 20/80, Points Used Post 20/80, 20/80 Test Correct, Post 20/80 Correct, 20/80 Train Adjusted Rand Score, 20/80 Train Calinski Score, 20/80 Test Adjusted Rand Score, 20/80 Test Calinski Score
hard,2,2,25,500,1,0.998,1,46.9273152,1,46.9273152
soft,2,2,25,500,1,0.998,1,46.9273152,1,46.9273152
hard,2,2,25,500,1,0.998,1,57.14489279,1,57.14489279
soft,2,2,25,500,1,0.998,1,57.14489279,1,57.14489279
hard,2,2,25,500,1,0.998,1,50.17810699,1,50.17810699
soft,2,2,25,500,1,0.998,1,50.17810699,1,50.17810699
hard,2,2,25,500,1,0.998,1,56.41417233,1,56.41417233
soft,2,2,25,500,1,0.996,1,56.41417233,1,56.41417233
hard,2,2,25,500,1,0.998,1,56.94597503,1,56.94597503
soft,2,2,25,500,1,0.998,1,56.94597503,1,56.94597503
hard,2,3,25,500,0,0,0.540649949,37.31255738,1,37.31255738
soft,2,3,25,500,0,0,0.529332282,36.85505761,1,36.85505761
hard,2,3,25,500,0,0,0.743243243,40.6317145,0.545454545,40.6317145
soft,2,3,25,500,0,0,0.603049125,39.36295912,0.545454545,39.36295912
hard,2,3,25,500,0,0,0.637282426,38.17171313,0.444444444,38.17171313
soft,2,3,25,500,0,0,0.637282426,38.17171313,0.444444444,38.17171313
hard,2,3,25,500,0,0,0.572120257,48.20143323,0.782608696,48.20143323
soft,2,3,25,500,0,0,0.539822012,46.9682427,1,46.9682427
hard,2,3,25,500,0,0,0.603049125,42.96380606,0.545454545,42.96380606
soft,2,3,25,500,0,0,0.603049125,42.96380606,0.545454545,42.96380606
hard,2,4,25,500,0,0,0.376202876,33.07136642,0.545454545,33.07136642
soft,2,4,25,500,0,0,0.451240231,32.94843484,1,32.94843484
hard,2,4,25,500,0,0,0.568181818,37.70628827,0.285714286,37.70628827
soft,2,4,25,500,0,0,0.512820513,38.47604604,0.285714286,38.47604604
hard,2,4,25,500,0,0,0.374503349,37.72370768,0.444444444,37.72370768
soft,2,4,25,500,0,0,0.364007716,36.20034284,0.285714286,36.20034284
hard,2,4,25,500,0,0,0.451240231,42.18281234,0.782608696,42.18281234
soft,2,4,25,500,0,0,0.462243858,41.03372261,0.782608696,41.03372261
hard,2,4,25,500,0,0,0.448491747,42.22413788,0.285714286,42.22413788
soft,2,4,25,500,0,0,0.426863973,42.37008207,0.285714286,42.37008207
hard,2,5,25,500,0,0,0.274478514,37.57075694,0.545454545,37.57075694
soft,2,5,25,500,0,0,0.274478514,37.57075694,0.545454545,37.57075694
hard,2,5,25,500,0,0,0.424242424,42.18745003,0,42.18745003
soft,2,5,25,500,0,0,0.359062321,38.18503688,0,38.18503688
hard,2,5,25,500,0,0,0.32892788,41.31163969,0.444444444,41.31163969
soft,2,5,25,500,0,0,0.318414759,41.50643962,0.137931034,41.50643962
hard,2,5,25,500,0,0,0.362850972,46.00646643,0.285714286,46.00646643
soft,2,5,25,500,0,0,0.318414759,45.77224213,0.285714286,45.77224213
hard,2,5,25,500,0,0,0.446601942,43.71188949,0,43.71188949
soft,2,5,25,500,0,0,0.359062321,37.605153,0,37.605153
hard,2,2,50,500,1,0.998,1,139.4691895,1,139.4691895
soft,2,2,50,500,1,0.998,1,139.4691895,1,139.4691895
hard,2,2,50,500,1,0.998,1,134.3231814,1,134.3231814
soft,2,2,50,500,1,0.998,1,134.3231814,1,134.3231814
hard,2,2,50,500,1,0.998,1,139.0526976,1,139.0526976
soft,2,2,50,500,1,0.998,1,139.0526976,1,139.0526976
hard,2,2,50,500,1,0.998,1,133.9702426,1,133.9702426
soft,2,2,50,500,1,0.998,1,133.9702426,1,133.9702426
hard,2,2,50,500,1,0.998,1,141.3646,1,141.3646
soft,2,2,50,500,1,0.998,1,141.3646,1,141.3646
hard,2,3,50,500,0,0,0.715948593,95.05940755,0.911242604,95.05940755
soft,2,3,50,500,0,0,0.715948593,95.05940755,0.911242604,95.05940755
hard,2,3,50,500,0,0,0.688181422,92.23339823,1,92.23339823
soft,2,3,50,500,0,0,0.688181422,92.23339823,1,92.23339823
hard,2,3,50,500,0,0,0.682170543,99.97109533,0.587155963,99.97109533
soft,2,3,50,500,0,0,0.682170543,99.97109533,0.587155963,99.97109533
hard,2,3,50,500,0,0,0.621088948,97.79218123,0.864864865,97.79218123
soft,2,3,50,500,0,0,0.621088948,97.79218123,0.864864865,97.79218123
hard,2,3,50,500,0,0,0.741721854,99.26436976,0.864864865,99.26436976
soft,2,3,50,500,0,0,0.741721854,99.26436976,0.864864865,99.26436976
hard,2,4,50,500,0,0,0.473253493,85.81671021,0.482758621,85.81671021
soft,2,4,50,500,0,0,0.480758093,88.16224555,0.482758621,88.16224555
hard,2,4,50,500,0,0,0.501212675,88.86162929,0.366197183,88.86162929
soft,2,4,50,500,0,0,0.488188976,86.5930065,0.398931434,86.5930065
hard,2,4,50,500,0,0,0.451582806,99.87787098,0.39628483,99.87787098
soft,2,4,50,500,0,0,0.493168944,96.14104493,0.39628483,96.14104493
hard,2,4,50,500,0,0,0.433883476,92.66038147,0.634146341,92.66038147
soft,2,4,50,500,0,0,0.503816794,91.70497476,0.634146341,91.70497476
hard,2,4,50,500,0,0,0.503697781,97.85935734,0.444444444,97.85935734
soft,2,4,50,500,0,0,0.482634491,96.84915809,0.492307692,96.84915809
hard,2,5,50,500,0,0,0.370661546,87.90062104,0.237288136,87.90062104
soft,2,5,50,500,0,0,0.370661546,87.90062104,0.237288136,87.90062104
hard,2,5,50,500,0,0,0.409937888,88.78478753,0.213155704,88.78478753
soft,2,5,50,500,0,0,0.409937888,88.78478753,0.213155704,88.78478753
hard,2,5,50,500,0,0,0.369539078,102.4866383,0.299065421,102.4866383
soft,2,5,50,500,0,0,0.361680807,101.1686008,0.299065421,101.1686008
hard,2,5,50,500,0,0,0.334541688,99.66974047,0.539877301,99.66974047
soft,2,5,50,500,0,0,0.334541688,99.66974047,0.539877301,99.66974047
hard,2,5,50,500,0,0,0.353821486,93.83367138,0.347826087,93.83367138
soft,2,5,50,500,0,0,0.414023372,75.60243227,0.492307692,75.60243227
hard,2,2,75,500,1,0.998,1,232.1830273,1,232.1830273
soft,2,2,75,500,1,0.998,1,232.1830273,1,232.1830273
hard,2,2,75,500,1,0.998,1,204.7964667,1,204.7964667
soft,2,2,75,500,1,0.998,1,204.7964667,1,204.7964667
hard,2,2,75,500,1,0.998,1,211.7743765,1,211.7743765
soft,2,2,75,500,1,0.998,1,211.7743765,1,211.7743765
hard,2,2,75,500,1,0.998,1,218.6108154,1,218.6108154
soft,2,2,75,500,1,0.998,1,218.6108154,1,218.6108154
hard,2,2,75,500,1,0.998,1,208.2115206,1,208.2115206
soft,2,2,75,500,1,0.998,1,208.2115206,1,208.2115206
hard,2,3,75,500,0,0,0.663091364,163.519772,0.766839378,163.519772
soft,2,3,75,500,0,0,0.683563608,160.9063283,0.707412224,160.9063283
hard,2,3,75,500,0,0,0.714198572,144.6834865,0.766839378,144.6834865
soft,2,3,75,500,0,0,0.663091364,142.0509187,0.6875,142.0509187
hard,2,3,75,500,0,0,0.717334,150.1356711,0.551601423,150.1356711
soft,2,3,75,500,0,0,0.708218677,147.5786071,0.551601423,147.5786071
hard,2,3,75,500,0,0,0.683728481,166.0336553,0.846827133,166.0336553
soft,2,3,75,500,0,0,0.674695474,165.0789206,0.615806806,165.0789206
hard,2,3,75,500,0,0,0.668996839,157.2834536,0.886075949,157.2834536
soft,2,3,75,500,0,0,0.612753048,155.3485832,0.923913043,155.3485832
hard,2,4,75,500,0,0,0.462107009,155.822966,0.526315789,155.822966
soft,2,4,75,500,0,0,0.45984789,153.4658077,0.444444444,153.4658077
hard,2,4,75,500,0,0,0.473523603,138.9590317,0.444444444,138.9590317
soft,2,4,75,500,0,0,0.491645324,138.2156231,0.526315789,138.2156231
hard,2,4,75,500,0,0,0.483725782,147.6775122,0.442477876,147.6775122
soft,2,4,75,500,0,0,0.460807234,139.8975816,0.49689441,139.8975816
hard,2,4,75,500,0,0,0.492945399,154.3520852,0.381898455,154.3520852
soft,2,4,75,500,0,0,0.485044916,153.0803057,0.381898455,153.0803057
hard,2,4,75,500,0,0,0.494365974,139.3729614,0.442477876,139.3729614
soft,2,4,75,500,0,0,0.505363642,137.8495754,0.867208672,137.8495754
hard,2,5,75,500,0,0,0.373772955,142.3116225,0.38247012,142.3116225
soft,2,5,75,500,0,0,0.378432891,144.3524312,0.340878828,144.3524312
hard,2,5,75,500,0,0,0.370383902,144.0524729,0.361702128,144.0524729
soft,2,5,75,500,0,0,0.428651898,111.68685,0.38247012,111.68685
hard,2,5,75,500,0,0,0.382384242,150.5381271,0.37037037,150.5381271
soft,2,5,75,500,0,0,0.382384242,150.5381271,0.316622691,150.5381271
hard,2,5,75,500,0,0,0.398148916,148.5223101,0.360819037,148.5223101
soft,2,5,75,500,0,0,0.381223111,149.1050399,0.360819037,149.1050399
hard,2,5,75,500,0,0,0.343567539,150.188393,0.424403183,150.188393
soft,2,5,75,500,0,0,0.348006365,150.999376,0.424403183,150.999376
hard,2,2,100,500,1,0.998,1,317.7210091,1,317.7210091
soft,2,2,100,500,1,0.998,1,317.7210091,1,317.7210091
hard,2,2,100,500,1,0.998,1,340.4868479,1,340.4868479
soft,2,2,100,500,1,0.998,1,340.4868479,1,340.4868479
hard,2,2,100,500,1,0.998,1,294.1116029,1,294.1116029
soft,2,2,100,500,1,0.998,1,294.1116029,1,294.1116029
hard,2,2,100,500,1,0.998,1,290.9677507,1,290.9677507
soft,2,2,100,500,1,0.998,1,290.9677507,1,290.9677507
hard,2,2,100,500,1,0.998,1,296.5380887,1,296.5380887
soft,2,2,100,500,1,0.998,1,296.5380887,1,296.5380887
hard,2,3,100,500,0,0,0.725794944,218.2849272,0.626110424,218.2849272
soft,2,3,100,500,0,0,0.802115648,213.2375773,0.808660624,213.2375773
hard,2,3,100,500,0,0,0.75617284,232.3338423,0.895016024,232.3338423
soft,2,3,100,500,0,0,0.727566499,224.7643811,0.585560039,224.7643811
hard,2,3,100,500,0,0,0.709935918,199.1174028,0.679379008,199.1174028
soft,2,3,100,500,0,0,0.709935918,199.1174028,0.679379008,199.1174028
hard,2,3,100,500,0,0,0.683938688,198.3811137,0.787210214,198.3811137
soft,2,3,100,500,0,0,0.683938688,198.3811137,0.787210214,198.3811137
hard,2,3,100,500,0,0,0.693044655,202.4798362,0.743243243,202.4798362
soft,2,3,100,500,0,0,0.693044655,202.4798362,0.743243243,202.4798362
hard,2,4,100,500,0,0,0.526809004,214.2040948,0.462243858,214.2040948
soft,2,4,100,500,0,0,0.523613616,210.0040792,0.482817285,210.0040792
hard,2,4,100,500,0,0,0.497496795,219.9734854,0.484200239,219.9734854
soft,2,4,100,500,0,0,0.503144654,212.7407047,0.46403385,212.7407047
hard,2,4,100,500,0,0,0.518593591,190.927924,0.460778749,190.927924
soft,2,4,100,500,0,0,0.515304644,183.0989902,0.460778749,183.0989902
hard,2,4,100,500,0,0,0.497485301,191.5134299,0.526774595,191.5134299
soft,2,4,100,500,0,0,0.494286842,185.4883671,0.526774595,185.4883671
hard,2,4,100,500,0,0,0.518053018,183.1047145,0.479452055,183.1047145
soft,2,4,100,500,0,0,0.502765229,182.1434487,0.479452055,182.1434487
hard,2,5,100,500,0,0,0.432778594,203.6672408,0.329538987,203.6672408
soft,2,5,100,500,0,0,0.416128814,189.1424415,0.416581372,189.1424415
hard,2,5,100,500,0,0,0.397384671,210.9497006,0.323843416,210.9497006
soft,2,5,100,500,0,0,0.415872913,192.126473,0.423805914,192.126473
hard,2,5,100,500,0,0,0.403417517,177.0350669,0.361107945,177.0350669
soft,2,5,100,500,0,0,0.416128814,161.1537533,0.416581372,161.1537533
hard,2,5,100,500,0,0,0.373085299,198.3568702,0.460778749,198.3568702
soft,2,5,100,500,0,0,0.373085299,198.3568702,0.449744463,198.3568702
hard,2,5,100,500,0,0,0.386045681,178.1442164,0.412371134,178.1442164
soft,2,5,100,500,0,0,0.386045681,178.1442164,0.378657487,178.1442164
hard,2,2,125,500,1,0.998,1,375.5102367,1,375.5102367
soft,2,2,125,500,1,0.998,1,375.5102367,1,375.5102367
hard,2,2,125,500,1,0.998,1,383.1223752,1,383.1223752
soft,2,2,125,500,1,0.998,1,383.1223752,1,383.1223752
hard,2,2,125,500,1,0.998,1,352.7102789,1,352.7102789
soft,2,2,125,500,1,0.998,1,352.7102789,1,352.7102789
hard,2,2,125,500,1,0.998,1,356.2315415,1,356.2315415
soft,2,2,125,500,1,0.996,0.604430496,128.9682608,1,128.9682608
hard,2,2,125,500,1,0.998,1,353.51371,1,353.51371
soft,2,2,125,500,1,0.998,1,353.51371,1,353.51371
hard,2,3,125,500,0,0,0.695353535,253.0431995,0.86,253.0431995
soft,2,3,125,500,0,0,0.706666667,251.1441052,0.72,251.1441052
hard,2,3,125,500,0,0,0.715830705,253.1747714,0.764087355,253.1747714
soft,2,3,125,500,0,0,0.784742393,246.6041687,0.730021598,246.6041687
hard,2,3,125,500,0,0,0.792752622,233.0791397,0.784482759,233.0791397
soft,2,3,125,500,0,0,0.765604184,214.0861683,0.926332708,214.0861683
hard,2,3,125,500,0,0,0.724974115,235.3752304,0.677823519,235.3752304
soft,2,3,125,500,0,0,0.737928844,228.9617506,0.698229614,228.9617506
hard,2,3,125,500,0,0,0.77971179,237.9028597,0.79878376,237.9028597
soft,2,3,125,500,0,0,0.7395561,225.5104455,0.697363702,225.5104455
hard,2,4,125,500,0,0,0.507070707,232.3439612,0.5,232.3439612
soft,2,4,125,500,0,0,0.507878788,230.3977398,0.533333333,230.3977398
hard,2,4,125,500,0,0,0.508727268,232.4334978,0.48896157,232.4334978
soft,2,4,125,500,0,0,0.49978094,231.5316808,0.48896157,231.5316808
hard,2,4,125,500,0,0,0.524519996,214.785443,0.495912807,214.785443
soft,2,4,125,500,0,0,0.503824189,209.2206314,0.509803922,209.2206314
hard,2,4,125,500,0,0,0.525236113,220.8332643,0.432534678,220.8332643
soft,2,4,125,500,0,0,0.505773519,214.8016443,0.453293737,214.8016443
hard,2,4,125,500,0,0,0.488831736,220.9403886,0.49287775,220.9403886
soft,2,4,125,500,0,0,0.520156951,213.57358,0.465445687,213.57358
hard,2,5,125,500,0,0,0.427878788,233.1340922,0.386666667,233.1340922
soft,2,5,125,500,0,0,0.41010101,233.0661744,0.386666667,233.0661744
hard,2,5,125,500,0,0,0.390362619,224.5330833,0.405250205,224.5330833
soft,2,5,125,500,0,0,0.40379946,224.2729395,0.426229508,224.2729395
hard,2,5,125,500,0,0,0.427957625,204.9416441,0.426229508,204.9416441
soft,2,5,125,500,0,0,0.416549659,203.8542992,0.405250205,203.8542992
hard,2,5,125,500,0,0,0.408419286,220.328438,0.405083829,220.328438
soft,2,5,125,500,0,0,0.409636638,219.7886779,0.405083829,219.7886779
hard,2,5,125,500,0,0,0.407529306,217.9678633,0.410462595,217.9678633
soft,2,5,125,500,0,0,0.423465888,216.7456305,0.382911392,216.7456305
hard,2,2,150,500,1,0.998,1,452.891213,1,452.891213
soft,2,2,150,500,1,0.998,1,452.891213,1,452.891213
hard,2,2,150,500,1,0.998,1,421.2739545,1,421.2739545
soft,2,2,150,500,1,0.998,1,421.2739545,1,421.2739545
hard,2,2,150,500,1,0.998,1,453.4511584,1,453.4511584
soft,2,2,150,500,1,0.998,1,453.4511584,1,453.4511584
hard,2,2,150,500,1,0.998,1,441.8648329,1,441.8648329
soft,2,2,150,500,1,0.998,1,441.8648329,1,441.8648329
hard,2,2,150,500,1,0.998,1,400.3458907,1,400.3458907
soft,2,2,150,500,1,0.998,1,400.3458907,1,400.3458907
hard,2,3,150,500,0,0,0.742301849,303.8951342,0.777645255,303.8951342
soft,2,3,150,500,0,0,0.747365124,303.5865166,0.791628967,303.5865166
hard,2,3,150,500,0,0,0.719856335,285.4597428,0.889961634,285.4597428
soft,2,3,150,500,0,0,0.766460667,264.1173558,0.592179004,264.1173558
hard,2,3,150,500,0,0,0.713986434,292.8426775,0.8062443,292.8426775
soft,2,3,150,500,0,0,0.707239327,289.3889993,0.8062443,289.3889993
hard,2,3,150,500,0,0,0.756365474,305.8542867,0.744971379,305.8542867
soft,2,3,150,500,0,0,0.72095209,279.8670508,0.772981436,279.8670508
hard,2,3,150,500,0,0,0.764239704,264.3177089,0.791628967,264.3177089
soft,2,3,150,500,0,0,0.733050973,255.1004262,0.744971379,255.1004262
hard,2,4,150,500,0,0,0.501034184,285.3856896,0.495511361,285.3856896
soft,2,4,150,500,0,0,0.505552515,278.0723762,0.490769082,278.0723762
hard,2,4,150,500,0,0,0.492848692,263.9505898,0.485612929,263.9505898
soft,2,4,150,500,0,0,0.486108344,254.7127894,0.512169796,254.7127894
hard,2,4,150,500,0,0,0.493684811,261.3085871,0.480619163,261.3085871
soft,2,4,150,500,0,0,0.513946077,255.1940638,0.480619163,255.1940638
hard,2,4,150,500,0,0,0.487253324,279.5637801,0.514467245,279.5637801
soft,2,4,150,500,0,0,0.477379186,274.2763366,0.552315609,274.2763366
hard,2,4,150,500,0,0,0.506180464,237.1296957,0.533401982,237.1296957
soft,2,4,150,500,0,0,0.51967017,232.621962,0.495511361,232.621962
hard,2,5,150,500,0,0,0.416819859,257.8752707,0.329680277,257.8752707
soft,2,5,150,500,0,0,0.421627118,252.5244158,0.34897768,252.5244158
hard,2,5,150,500,0,0,0.406763239,243.9160004,0.375561545,243.9160004
soft,2,5,150,500,0,0,0.414643733,236.4035119,0.37117958,236.4035119
hard,2,5,150,500,0,0,0.400204638,241.9997051,0.41508548,241.9997051
soft,2,5,150,500,0,0,0.418525632,231.9230142,0.424455826,231.9230142
hard,2,5,150,500,0,0,0.406108176,260.7542042,0.457536014,260.7542042
soft,2,5,150,500,0,0,0.435481245,238.1715146,0.490769082,238.1715146
hard,2,5,150,500,0,0,0.408949857,225.5635727,0.409947249,225.5635727
soft,2,5,150,500,0,0,0.406921383,210.2638263,0.452783124,210.2638263
hard,2,2,175,500,1,0.998,1,516.7540733,1,516.7540733
soft,2,2,175,500,1,0.998,1,516.7540733,1,516.7540733
hard,2,2,175,500,1,0.998,1,487.4871645,1,487.4871645
soft,2,2,175,500,1,0.998,1,487.4871645,1,487.4871645
hard,2,2,175,500,1,0.998,1,572.8457532,1,572.8457532
soft,2,2,175,500,1,0.998,1,572.8457532,1,572.8457532
hard,2,2,175,500,1,0.998,1,527.9604144,1,527.9604144
soft,2,2,175,500,1,0.998,1,527.9604144,1,527.9604144
hard,2,2,175,500,1,0.998,1,504.3685863,1,504.3685863
soft,2,2,175,500,1,0.998,1,504.3685863,1,504.3685863
hard,2,3,175,500,0,0,0.773203039,348.8164337,0.567901235,348.8164337
soft,2,3,175,500,0,0,0.728272425,332.9276134,0.892710634,332.9276134
hard,2,3,175,500,0,0,0.723438403,331.4420824,0.787148868,331.4420824
soft,2,3,175,500,0,0,0.723438403,331.4420824,0.797329518,331.4420824
hard,2,3,175,500,0,0,0.749189197,380.2959483,0.695319701,380.2959483
soft,2,3,175,500,0,0,0.749189197,380.2959483,0.695319701,380.2959483
hard,2,3,175,500,0,0,0.718494373,369.9511624,0.797329518,369.9511624
soft,2,3,175,500,0,0,0.718494373,369.9511624,0.814287255,369.9511624
hard,2,3,175,500,0,0,0.743000496,353.3992084,0.695319701,353.3992084
soft,2,3,175,500,0,0,0.743000496,353.3992084,0.695319701,353.3992084
hard,2,4,175,500,0,0,0.498749318,329.4314474,0.457818835,329.4314474
soft,2,4,175,500,0,0,0.497096035,323.1924293,0.482820828,323.1924293
hard,2,4,175,500,0,0,0.499117251,307.3973078,0.47961861,307.3973078
soft,2,4,175,500,0,0,0.498910893,303.0914174,0.47961861,303.0914174
hard,2,4,175,500,0,0,0.497567123,347.2662321,0.489935878,347.2662321
soft,2,4,175,500,0,0,0.504535454,334.8290541,0.531158998,334.8290541
hard,2,4,175,500,0,0,0.498910893,321.8551605,0.558600304,321.8551605
soft,2,4,175,500,0,0,0.494164564,317.8879245,0.513991626,317.8879245
hard,2,4,175,500,0,0,0.493605246,316.0372849,0.47961861,316.0372849
soft,2,4,175,500,0,0,0.497083574,310.4299357,0.489935878,310.4299357
hard,2,5,175,500,0,0,0.423495455,299.3295816,0.426698022,299.3295816
soft,2,5,175,500,0,0,0.414808432,297.2284444,0.429803546,297.2284444
hard,2,5,175,500,0,0,0.435749709,279.3325013,0.417618271,279.3325013
soft,2,5,175,500,0,0,0.400440206,269.0183587,0.40726873,269.0183587
hard,2,5,175,500,0,0,0.409720957,320.2436928,0.417618271,320.2436928
soft,2,5,175,500,0,0,0.411538585,294.6960944,0.452083393,294.6960944
hard,2,5,175,500,0,0,0.4122272,296.2935366,0.390009221,296.2935366
soft,2,5,175,500,0,0,0.403331408,283.6690852,0.417618271,283.6690852
hard,2,5,175,500,0,0,0.396487541,291.5387408,0.41071909,291.5387408
soft,2,5,175,500,0,0,0.410709563,268.7204955,0.472737875,268.7204955
hard,2,2,200,500,1,0.998,1,575.0627025,1,575.0627025
soft,2,2,200,500,1,0.998,1,575.0627025,1,575.0627025
hard,2,2,200,500,1,0.998,1,532.3086358,1,532.3086358
soft,2,2,200,500,1,0.998,1,532.3086358,1,532.3086358
hard,2,2,200,500,1,0.998,1,557.5476979,1,557.5476979
soft,2,2,200,500,1,0.998,1,557.5476979,1,557.5476979
hard,2,2,200,500,1,0.998,1,580.9401642,1,580.9401642
soft,2,2,200,500,1,0.998,1,580.9401642,1,580.9401642
hard,2,2,200,500,1,0.998,1,591.7976404,1,591.7976404
soft,2,2,200,500,1,0.998,1,591.7976404,1,591.7976404
hard,2,3,200,500,0,0,0.748233338,376.5110488,0.635304273,376.5110488
soft,2,3,200,500,0,0,0.711030749,366.6705103,0.838823946,366.6705103
hard,2,3,200,500,0,0,0.750542781,356.5957306,0.690770695,356.5957306
soft,2,3,200,500,0,0,0.733997569,355.8562679,0.690770695,355.8562679
hard,2,3,200,500,0,0,0.732034039,363.4354887,0.798965087,363.4354887
soft,2,3,200,500,0,0,0.729390132,339.9571107,0.715948593,339.9571107
hard,2,3,200,500,0,0,0.748649966,390.567716,0.690770695,390.567716
soft,2,3,200,500,0,0,0.733997569,358.2902341,0.801915542,358.2902341
hard,2,3,200,500,0,0,0.755284516,396.8976934,0.666379327,396.8976934
soft,2,3,200,500,0,0,0.755284516,396.3047918,0.612479107,396.3047918
hard,2,4,200,500,0,0,0.491162257,343.4534649,0.47592955,343.4534649
soft,2,4,200,500,0,0,0.497774116,341.4981143,0.483500998,341.4981143
hard,2,4,200,500,0,0,0.49792811,313.72609,0.490794131,313.72609
soft,2,4,200,500,0,0,0.49792811,313.8111851,0.490794131,313.8111851
hard,2,4,200,500,0,0,0.501610595,313.8800648,0.501766573,313.8800648
soft,2,4,200,500,0,0,0.502558598,314.3401904,0.501766573,314.3401904
hard,2,4,200,500,0,0,0.500301578,344.139774,0.503816794,344.139774
soft,2,4,200,500,0,0,0.496029286,340.549223,0.490794131,340.549223
hard,2,4,200,500,0,0,0.496228416,363.031023,0.481359079,363.031023
soft,2,4,200,500,0,0,0.495911993,361.9439023,0.481359079,361.9439023
hard,2,5,200,500,0,0,0.385814274,317.6164981,0.420459878,317.6164981
soft,2,5,200,500,0,0,0.392466517,313.4360363,0.417940797,313.4360363
hard,2,5,200,500,0,0,0.422414991,297.1879552,0.45169505,297.1879552
soft,2,5,200,500,0,0,0.416079404,290.1682133,0.425603057,290.1682133
hard,2,5,200,500,0,0,0.432382729,298.2739562,0.401796611,298.2739562
soft,2,5,200,500,0,0,0.395404899,285.6584081,0.4702463,285.6584081
hard,2,5,200,500,0,0,0.418455308,324.6817415,0.45169505,324.6817415
soft,2,5,200,500,0,0,0.415287421,324.3447753,0.441260745,324.3447753
hard,2,5,200,500,0,0,0.419618145,333.7506562,0.424790123,333.7506562
soft,2,5,200,500,0,0,0.418351256,318.9383646,0.373349577,318.9383646
hard,2,2,225,500,1,0.998,1,623.3935512,1,623.3935512
soft,2,2,225,500,1,0.998,1,623.3935512,1,623.3935512
hard,2,2,225,500,1,0.998,1,660.8572414,1,660.8572414
soft,2,2,225,500,1,0.998,1,660.8572414,1,660.8572414
hard,2,2,225,500,1,0.998,1,653.576168,1,653.576168
soft,2,2,225,500,1,0.998,1,653.576168,1,653.576168
hard,2,2,225,500,1,0.998,1,603.5060361,1,603.5060361
soft,2,2,225,500,1,0.998,1,603.5060361,1,603.5060361
hard,2,2,225,500,1,0.998,1,616.2935702,1,616.2935702
soft,2,2,225,500,1,0.998,1,616.2935702,1,616.2935702
hard,2,3,225,500,0,0,0.748366413,414.3935954,0.694533762,414.3935954
soft,2,3,225,500,0,0,0.748366413,413.506287,0.694533762,413.506287
hard,2,3,225,500,0,0,0.732760909,444.7490385,0.654548142,444.7490385
soft,2,3,225,500,0,0,0.74907354,409.1623182,0.776802184,409.1623182
hard,2,3,225,500,0,0,0.70780137,439.9638495,0.756141618,439.9638495
soft,2,3,225,500,0,0,0.705315233,439.2267313,0.754098361,439.2267313
hard,2,3,225,500,0,0,0.684594824,415.6906103,0.83880422,415.6906103
soft,2,3,225,500,0,0,0.684594824,415.6906103,0.836795252,415.6906103
hard,2,3,225,500,0,0,0.748739911,409.8763344,0.674556213,409.8763344
soft,2,3,225,500,0,0,0.722994129,379.3935483,0.790537571,379.3935483
hard,2,4,225,500,0,0,0.49627405,373.2287328,0.535120956,373.2287328
soft,2,4,225,500,0,0,0.495899499,372.1601147,0.535120956,372.1601147
hard,2,4,225,500,0,0,0.495814816,390.0794135,0.494215366,390.0794135
soft,2,4,225,500,0,0,0.4970619,390.8622776,0.494215366,390.8622776
hard,2,4,225,500,0,0,0.488374006,379.8719804,0.48896157,379.8719804
soft,2,4,225,500,0,0,0.485138982,378.7639895,0.48896157,378.7639895
hard,2,4,225,500,0,0,0.492737757,367.8596361,0.515259669,367.8596361
soft,2,4,225,500,0,0,0.49609936,366.8451526,0.485494849,366.8451526
hard,2,4,225,500,0,0,0.49627405,361.4399239,0.515259669,361.4399239
soft,2,4,225,500,0,0,0.496024349,358.891506,0.521216536,358.891506
hard,2,5,225,500,0,0,0.395387255,344.3663564,0.439714764,344.3663564
soft,2,5,225,500,0,0,0.414584928,334.7470377,0.396395087,334.7470377
hard,2,5,225,500,0,0,0.413975789,366.1532188,0.376973073,366.1532188
soft,2,5,225,500,0,0,0.409358088,360.1011682,0.366688953,360.1011682
hard,2,5,225,500,0,0,0.407579486,360.2733513,0.428928815,360.2733513
soft,2,5,225,500,0,0,0.396874288,344.5671472,0.437218609,344.5671472
hard,2,5,225,500,0,0,0.396760182,337.1377236,0.47359802,337.1377236
soft,2,5,225,500,0,0,0.395048159,332.6916789,0.47359802,332.6916789
hard,2,5,225,500,0,0,0.401624401,337.3216692,0.491445213,337.3216692
soft,2,5,225,500,0,0,0.418083845,329.1828157,0.362810968,329.1828157
hard,2,2,250,500,1,0.998,1,728.9313751,1,728.9313751
soft,2,2,250,500,1,0.998,1,728.9313751,1,728.9313751
hard,2,2,250,500,1,0.998,1,719.2376248,1,719.2376248
soft,2,2,250,500,1,0.998,1,719.2376248,1,719.2376248
hard,2,2,250,500,1,0.998,1,693.360669,1,693.360669
soft,2,2,250,500,1,0.998,1,693.360669,1,693.360669
hard,2,2,250,500,1,0.998,1,698.1466574,1,698.1466574
soft,2,2,250,500,1,0.998,1,698.1466574,1,698.1466574
hard,2,2,250,500,1,0.998,1,716.0567383,1,716.0567383
soft,2,2,250,500,1,0.998,1,716.0567383,1,716.0567383
hard,2,3,250,500,0,0,0.745403666,488.9663398,0.660995068,488.9663398
soft,2,3,250,500,0,0,0.743590021,486.6985154,0.660995068,486.6985154
hard,2,3,250,500,0,0,0.702604456,480.3087114,0.765419633,480.3087114
