Kmeans Type, data clusters, k clusters, Points Used 20/80, Points Used Post 20/80, 20/80 Test Correct, Post 20/80 Correct, 20/80 Train Adjusted Rand Score, 20/80 Train Calinski Score, 20/80 Test Adjusted Rand Score, 20/80 Test Calinski Score
hard, 2, 2, 50, 500, 1.0, 0.998, 1.0, 133.9702426429194, 1.0, 133.9702426429194
soft, 2, 2, 50, 500, 1.0, 0.998, 1.0, 133.9702426429194, 1.0, 133.9702426429194
hard, 2, 2, 50, 500, 1.0, 0.998, 1.0, 141.36459995618412, 1.0, 141.36459995618412
soft, 2, 2, 50, 500, 1.0, 0.998, 1.0, 141.36459995618412, 1.0, 141.36459995618412
hard, 2, 3, 50, 500, N/A, N/A, 0.7159485926543909, 95.05940755219892, 0.9112426035502958, 95.05940755219892
soft, 2, 3, 50, 500, N/A, N/A, 0.7159485926543909, 95.05940755219893, 0.9112426035502958, 95.05940755219893
hard, 2, 3, 50, 500, N/A, N/A, 0.688181421718273, 92.23339823335318, 1.0, 92.23339823335318
soft, 2, 3, 50, 500, N/A, N/A, 0.688181421718273, 92.23339823335318, 1.0, 92.23339823335318
hard, 2, 3, 50, 500, N/A, N/A, 0.6821705426356589, 99.97109532813899, 0.5871559633027523, 99.97109532813899
soft, 2, 3, 50, 500, N/A, N/A, 0.6821705426356589, 99.97109532813899, 0.5871559633027523, 99.97109532813899
hard, 2, 3, 50, 500, N/A, N/A, 0.6210889479319507, 97.79218123023261, 0.8648648648648649, 97.79218123023261
soft, 2, 3, 50, 500, N/A, N/A, 0.6210889479319507, 97.79218123023261, 0.8648648648648649, 97.79218123023261
hard, 2, 3, 50, 500, N/A, N/A, 0.7417218543046358, 99.26436976394308, 0.8648648648648649, 99.26436976394308
soft, 2, 3, 50, 500, N/A, N/A, 0.7417218543046358, 99.2643697639431, 0.8648648648648649, 99.2643697639431
hard, 2, 4, 50, 500, N/A, N/A, 0.47325349301397207, 85.81671021465685, 0.48275862068965514, 85.81671021465685
soft, 2, 4, 50, 500, N/A, N/A, 0.4807580931839514, 88.16224555245832, 0.48275862068965514, 88.16224555245832
hard, 2, 4, 50, 500, N/A, N/A, 0.5012126754403403, 88.86162928908134, 0.3661971830985915, 88.86162928908134
soft, 2, 4, 50, 500, N/A, N/A, 0.4881889763779528, 86.59300650429475, 0.39893143365983974, 86.59300650429475
hard, 2, 4, 50, 500, N/A, N/A, 0.4515828057314229, 99.87787097587622, 0.39628482972136225, 99.87787097587622
soft, 2, 4, 50, 500, N/A, N/A, 0.49316894368543823, 96.1410449304538, 0.39628482972136225, 96.1410449304538
hard, 2, 4, 50, 500, N/A, N/A, 0.43388347584012726, 92.6603814730591, 0.6341463414634146, 92.6603814730591
soft, 2, 4, 50, 500, N/A, N/A, 0.5038167938931297, 91.7049747637675, 0.6341463414634146, 91.7049747637675
hard, 2, 4, 50, 500, N/A, N/A, 0.5036977813312014, 97.8593573411299, 0.4444444444444444, 97.8593573411299
soft, 2, 4, 50, 500, N/A, N/A, 0.4826344910339311, 96.84915809440417, 0.49230769230769234, 96.84915809440417
hard, 2, 5, 50, 500, N/A, N/A, 0.3706615455400188, 87.9006210355191, 0.23728813559322032, 87.9006210355191
soft, 2, 5, 50, 500, N/A, N/A, 0.3706615455400188, 87.9006210355191, 0.23728813559322032, 87.9006210355191
hard, 2, 5, 50, 500, N/A, N/A, 0.4099378881987578, 88.7847875260457, 0.2131557035803497, 88.7847875260457
soft, 2, 5, 50, 500, N/A, N/A, 0.4099378881987578, 88.78478752604572, 0.2131557035803497, 88.78478752604572
hard, 2, 5, 50, 500, N/A, N/A, 0.36953907815631265, 102.4866382963535, 0.2990654205607477, 102.4866382963535
soft, 2, 5, 50, 500, N/A, N/A, 0.3616808070011357, 101.16860083556766, 0.2990654205607477, 101.16860083556766
hard, 2, 5, 50, 500, N/A, N/A, 0.3345416882444329, 99.66974047367866, 0.5398773006134969, 99.66974047367866
soft, 2, 5, 50, 500, N/A, N/A, 0.3345416882444329, 99.66974047367866, 0.5398773006134969, 99.66974047367866
hard, 2, 5, 50, 500, N/A, N/A, 0.35382148583645107, 93.83367138237571, 0.34782608695652173, 93.83367138237571
soft, 2, 5, 50, 500, N/A, N/A, 0.4140233722871452, 75.60243227467497, 0.49230769230769234, 75.60243227467497
hard, 2, 2, 75, 500, 1.0, 0.998, 1.0, 232.18302729949346, 1.0, 232.18302729949346
soft, 2, 2, 75, 500, 1.0, 0.998, 1.0, 232.18302729949346, 1.0, 232.18302729949346
hard, 2, 2, 75, 500, 1.0, 0.998, 1.0, 204.79646670897222, 1.0, 204.79646670897222
soft, 2, 2, 75, 500, 1.0, 0.998, 1.0, 204.79646670897222, 1.0, 204.79646670897222
hard, 2, 2, 75, 500, 1.0, 0.998, 1.0, 211.774376468566, 1.0, 211.774376468566
soft, 2, 2, 75, 500, 1.0, 0.998, 1.0, 211.774376468566, 1.0, 211.774376468566
hard, 2, 2, 75, 500, 1.0, 0.998, 1.0, 218.61081536244893, 1.0, 218.61081536244893
soft, 2, 2, 75, 500, 1.0, 0.998, 1.0, 218.61081536244893, 1.0, 218.61081536244893
hard, 2, 2, 75, 500, 1.0, 0.998, 1.0, 208.21152056515749, 1.0, 208.21152056515749
soft, 2, 2, 75, 500, 1.0, 0.998, 1.0, 208.21152056515749, 1.0, 208.21152056515749
hard, 2, 3, 75, 500, N/A, N/A, 0.6630913637721154, 163.51977202177957, 0.766839378238342, 163.51977202177957
soft, 2, 3, 75, 500, N/A, N/A, 0.6835636083091226, 160.90632825743353, 0.7074122236671001, 160.90632825743353
hard, 2, 3, 75, 500, N/A, N/A, 0.7141985718899135, 144.68348649289382, 0.766839378238342, 144.68348649289382
soft, 2, 3, 75, 500, N/A, N/A, 0.6630913637721154, 142.05091872115665, 0.6875, 142.05091872115665
hard, 2, 3, 75, 500, N/A, N/A, 0.7173340003463337, 150.13567107769452, 0.5516014234875445, 150.13567107769452
soft, 2, 3, 75, 500, N/A, N/A, 0.7082186772374777, 147.57860711045984, 0.5516014234875445, 147.57860711045984
hard, 2, 3, 75, 500, N/A, N/A, 0.6837284812840777, 166.03365525199845, 0.8468271334792122, 166.03365525199845
soft, 2, 3, 75, 500, N/A, N/A, 0.6746954737132297, 165.07892059347205, 0.6158068057080132, 165.07892059347205
hard, 2, 3, 75, 500, N/A, N/A, 0.6689968386838239, 157.2834536327572, 0.8860759493670886, 157.2834536327572
soft, 2, 3, 75, 500, N/A, N/A, 0.6127530480242698, 155.34858323351168, 0.9239130434782609, 155.34858323351168
hard, 2, 4, 75, 500, N/A, N/A, 0.4621070093584039, 155.82296595307787, 0.5263157894736842, 155.82296595307787
soft, 2, 4, 75, 500, N/A, N/A, 0.45984789008201704, 153.46580767112596, 0.4444444444444444, 153.46580767112596
hard, 2, 4, 75, 500, N/A, N/A, 0.47352360345729205, 138.95903171516792, 0.4444444444444444, 138.95903171516792
soft, 2, 4, 75, 500, N/A, N/A, 0.4916453243243591, 138.21562305685526, 0.5263157894736842, 138.21562305685526
hard, 2, 4, 75, 500, N/A, N/A, 0.483725781838552, 147.67751218933742, 0.4424778761061947, 147.67751218933742
soft, 2, 4, 75, 500, N/A, N/A, 0.46080723380412314, 139.89758160436003, 0.4968944099378882, 139.89758160436003
hard, 2, 4, 75, 500, N/A, N/A, 0.49294539942042154, 154.3520851933513, 0.3818984547461369, 154.3520851933513
soft, 2, 4, 75, 500, N/A, N/A, 0.48504491629236424, 153.08030570434696, 0.3818984547461369, 153.08030570434696
hard, 2, 4, 75, 500, N/A, N/A, 0.4943659736549754, 139.37296140054949, 0.4424778761061947, 139.37296140054949
soft, 2, 4, 75, 500, N/A, N/A, 0.5053636415601243, 137.8495754318192, 0.8672086720867209, 137.8495754318192
hard, 2, 5, 75, 500, N/A, N/A, 0.37377295522557036, 142.311622543397, 0.3824701195219123, 142.311622543397
soft, 2, 5, 75, 500, N/A, N/A, 0.37843289092186067, 144.35243121668282, 0.340878828229028, 144.35243121668282
hard, 2, 5, 75, 500, N/A, N/A, 0.37038390237062063, 144.052472949757, 0.36170212765957444, 144.052472949757
soft, 2, 5, 75, 500, N/A, N/A, 0.4286518978062764, 111.68684996293138, 0.3824701195219123, 111.68684996293138
hard, 2, 5, 75, 500, N/A, N/A, 0.382384241790987, 150.53812707388946, 0.37037037037037035, 150.53812707388946
soft, 2, 5, 75, 500, N/A, N/A, 0.382384241790987, 150.53812707388946, 0.316622691292876, 150.53812707388946
hard, 2, 5, 75, 500, N/A, N/A, 0.3981489160543382, 148.5223100799903, 0.36081903707802987, 148.5223100799903
soft, 2, 5, 75, 500, N/A, N/A, 0.3812231108026314, 149.1050398557557, 0.36081903707802987, 149.1050398557557
hard, 2, 5, 75, 500, N/A, N/A, 0.3435675387824191, 150.18839304934505, 0.42440318302387264, 150.18839304934505
soft, 2, 5, 75, 500, N/A, N/A, 0.3480063654288739, 150.99937601567373, 0.42440318302387264, 150.99937601567373
hard, 2, 2, 100, 500, 1.0, 0.998, 1.0, 317.7210090907074, 1.0, 317.7210090907074
soft, 2, 2, 100, 500, 1.0, 0.998, 1.0, 317.7210090907074, 1.0, 317.7210090907074
hard, 2, 2, 100, 500, 1.0, 0.998, 1.0, 340.4868479095688, 1.0, 340.4868479095688
soft, 2, 2, 100, 500, 1.0, 0.998, 1.0, 340.4868479095688, 1.0, 340.4868479095688
hard, 2, 2, 100, 500, 1.0, 0.998, 1.0, 294.11160286077813, 1.0, 294.11160286077813
soft, 2, 2, 100, 500, 1.0, 0.998, 1.0, 294.11160286077813, 1.0, 294.11160286077813
hard, 2, 2, 100, 500, 1.0, 0.998, 1.0, 290.9677506942621, 1.0, 290.9677506942621
soft, 2, 2, 100, 500, 1.0, 0.998, 1.0, 290.9677506942621, 1.0, 290.9677506942621
hard, 2, 2, 100, 500, 1.0, 0.998, 1.0, 296.53808867660956, 1.0, 296.53808867660956
soft, 2, 2, 100, 500, 1.0, 0.998, 1.0, 296.53808867660956, 1.0, 296.53808867660956
hard, 2, 3, 100, 500, N/A, N/A, 0.7257949439827224, 218.28492722123994, 0.6261104239289329, 218.28492722123994
soft, 2, 3, 100, 500, N/A, N/A, 0.802115647700341, 213.23757732704337, 0.8086606243705942, 213.23757732704337
hard, 2, 3, 100, 500, N/A, N/A, 0.7561728395061729, 232.33384230978018, 0.8950160238700409, 232.33384230978018
soft, 2, 3, 100, 500, N/A, N/A, 0.7275664986615863, 224.76438112902986, 0.5855600392627331, 224.76438112902986
hard, 2, 3, 100, 500, N/A, N/A, 0.7099359180367909, 199.11740278241174, 0.679379007762403, 199.11740278241174
soft, 2, 3, 100, 500, N/A, N/A, 0.7099359180367909, 199.11740278241174, 0.679379007762403, 199.11740278241174
hard, 2, 3, 100, 500, N/A, N/A, 0.6839386879057902, 198.38111370909448, 0.7872102139097323, 198.38111370909448
soft, 2, 3, 100, 500, N/A, N/A, 0.6839386879057902, 198.3811137090945, 0.7872102139097323, 198.3811137090945
hard, 2, 3, 100, 500, N/A, N/A, 0.6930446548739276, 202.4798362063309, 0.7432432432432432, 202.4798362063309
soft, 2, 3, 100, 500, N/A, N/A, 0.6930446548739276, 202.4798362063309, 0.7432432432432432, 202.4798362063309
hard, 2, 4, 100, 500, N/A, N/A, 0.52680900396097, 214.20409478813485, 0.46224385825880226, 214.20409478813485
soft, 2, 4, 100, 500, N/A, N/A, 0.5236136158701533, 210.00407922983166, 0.48281728479074515, 210.00407922983166
hard, 2, 4, 100, 500, N/A, N/A, 0.49749679541441943, 219.97348542635225, 0.4842002388967314, 219.97348542635225
soft, 2, 4, 100, 500, N/A, N/A, 0.5031446540880503, 212.74070469225683, 0.464033850493653, 212.74070469225683
hard, 2, 4, 100, 500, N/A, N/A, 0.5185935910150564, 190.92792401061647, 0.46077874900669763, 190.92792401061647
soft, 2, 4, 100, 500, N/A, N/A, 0.5153046435679917, 183.0989901785417, 0.46077874900669763, 183.0989901785417
hard, 2, 4, 100, 500, N/A, N/A, 0.49748530084144166, 191.51342986823303, 0.526774595267746, 191.51342986823303
soft, 2, 4, 100, 500, N/A, N/A, 0.49428684192793815, 185.48836705360335, 0.526774595267746, 185.48836705360335
hard, 2, 4, 100, 500, N/A, N/A, 0.5180530181064686, 183.10471449481597, 0.4794520547945205, 183.10471449481597
soft, 2, 4, 100, 500, N/A, N/A, 0.5027652288548415, 182.14344867620247, 0.4794520547945205, 182.14344867620247
hard, 2, 5, 100, 500, N/A, N/A, 0.4327785943604224, 203.6672408197373, 0.32953898690950484, 203.6672408197373
soft, 2, 5, 100, 500, N/A, N/A, 0.4161288138653187, 189.14244146420447, 0.4165813715455476, 189.14244146420447
hard, 2, 5, 100, 500, N/A, N/A, 0.39738467126770793, 210.94970059290486, 0.3238434163701067, 210.94970059290486
soft, 2, 5, 100, 500, N/A, N/A, 0.4158729133705725, 192.12647304265877, 0.42380591357088704, 192.12647304265877
hard, 2, 5, 100, 500, N/A, N/A, 0.40341751666688164, 177.03506687179024, 0.36110794483073066, 177.03506687179024
soft, 2, 5, 100, 500, N/A, N/A, 0.4161288138653187, 161.15375334447955, 0.4165813715455476, 161.15375334447955
hard, 2, 5, 100, 500, N/A, N/A, 0.37308529878566415, 198.3568701812875, 0.46077874900669763, 198.3568701812875
soft, 2, 5, 100, 500, N/A, N/A, 0.37308529878566415, 198.3568701812875, 0.4497444633730835, 198.3568701812875
hard, 2, 5, 100, 500, N/A, N/A, 0.3860456809238036, 178.14421644519632, 0.41237113402061853, 178.14421644519632
soft, 2, 5, 100, 500, N/A, N/A, 0.3860456809238036, 178.14421644519632, 0.37865748709122204, 178.14421644519632
hard, 2, 2, 125, 500, 1.0, 0.998, 1.0, 375.5102366572459, 1.0, 375.5102366572459
soft, 2, 2, 125, 500, 1.0, 0.998, 1.0, 375.5102366572459, 1.0, 375.5102366572459
hard, 2, 2, 125, 500, 1.0, 0.998, 1.0, 383.122375194276, 1.0, 383.122375194276
soft, 2, 2, 125, 500, 1.0, 0.998, 1.0, 383.122375194276, 1.0, 383.122375194276
hard, 2, 2, 125, 500, 1.0, 0.998, 1.0, 352.71027891179693, 1.0, 352.71027891179693
soft, 2, 2, 125, 500, 1.0, 0.998, 1.0, 352.71027891179693, 1.0, 352.71027891179693
hard, 2, 2, 125, 500, 1.0, 0.998, 1.0, 356.2315414814784, 1.0, 356.2315414814784
soft, 2, 2, 125, 500, 1.0, 0.996, 0.6044304959881046, 128.9682608020447, 1.0, 128.9682608020447
hard, 2, 2, 125, 500, 1.0, 0.998, 1.0, 353.51370999120724, 1.0, 353.51370999120724
soft, 2, 2, 125, 500, 1.0, 0.998, 1.0, 353.51370999120724, 1.0, 353.51370999120724
hard, 2, 3, 125, 500, N/A, N/A, 0.6953535353535354, 253.04319946576192, 0.86, 253.04319946576192
soft, 2, 3, 125, 500, N/A, N/A, 0.7066666666666667, 251.144105246961, 0.72, 251.144105246961
hard, 2, 3, 125, 500, N/A, N/A, 0.715830705134674, 253.17477144945968, 0.7640873550822324, 253.17477144945968
soft, 2, 3, 125, 500, N/A, N/A, 0.7847423930296228, 246.6041686850391, 0.7300215982721382, 246.6041686850391
hard, 2, 3, 125, 500, N/A, N/A, 0.792752621993343, 233.0791396871576, 0.7844827586206896, 233.0791396871576
soft, 2, 3, 125, 500, N/A, N/A, 0.7656041835243063, 214.08616829118046, 0.9263327082775248, 214.08616829118046
hard, 2, 3, 125, 500, N/A, N/A, 0.7249741152108434, 235.37523042983148, 0.6778235188831214, 235.37523042983148
soft, 2, 3, 125, 500, N/A, N/A, 0.7379288437102922, 228.96175058594812, 0.6982296137339056, 228.96175058594812
hard, 2, 3, 125, 500, N/A, N/A, 0.7797117895913821, 237.90285971548224, 0.7987837596136648, 237.90285971548224
soft, 2, 3, 125, 500, N/A, N/A, 0.7395561001978092, 225.51044545765075, 0.6973637015781923, 225.51044545765075
hard, 2, 4, 125, 500, N/A, N/A, 0.5070707070707071, 232.34396119760046, 0.5, 232.34396119760046
soft, 2, 4, 125, 500, N/A, N/A, 0.5078787878787879, 230.3977397928052, 0.5333333333333333, 230.3977397928052
hard, 2, 4, 125, 500, N/A, N/A, 0.5087272683798186, 232.43349781144414, 0.4889615699100573, 232.43349781144414
soft, 2, 4, 125, 500, N/A, N/A, 0.49978093970723725, 231.53168076702735, 0.4889615699100573, 231.53168076702735
hard, 2, 4, 125, 500, N/A, N/A, 0.5245199958298993, 214.78544304591813, 0.4959128065395095, 214.78544304591813
soft, 2, 4, 125, 500, N/A, N/A, 0.5038241890963524, 209.2206313517031, 0.5098039215686274, 209.2206313517031
hard, 2, 4, 125, 500, N/A, N/A, 0.5252361125215801, 220.83326429974613, 0.4325346784363178, 220.83326429974613
soft, 2, 4, 125, 500, N/A, N/A, 0.5057735190868347, 214.80164425889748, 0.4532937365010799, 214.80164425889748
hard, 2, 4, 125, 500, N/A, N/A, 0.4888317356172332, 220.94038856385018, 0.49287774972953485, 220.94038856385018
soft, 2, 4, 125, 500, N/A, N/A, 0.5201569509705363, 213.57358003584798, 0.46544568747744497, 213.57358003584798
hard, 2, 5, 125, 500, N/A, N/A, 0.42787878787878786, 233.13409224486958, 0.38666666666666666, 233.13409224486958
soft, 2, 5, 125, 500, N/A, N/A, 0.4101010101010101, 233.0661743576914, 0.38666666666666666, 233.0661743576914
hard, 2, 5, 125, 500, N/A, N/A, 0.39036261864200533, 224.53308325151667, 0.4052502050861362, 224.53308325151667
soft, 2, 5, 125, 500, N/A, N/A, 0.4037994603100784, 224.2729395464573, 0.4262295081967213, 224.2729395464573
hard, 2, 5, 125, 500, N/A, N/A, 0.4279576252878235, 204.94164414175594, 0.4262295081967213, 204.94164414175594
soft, 2, 5, 125, 500, N/A, N/A, 0.41654965916489867, 203.85429916072826, 0.4052502050861362, 203.85429916072826
hard, 2, 5, 125, 500, N/A, N/A, 0.40841928573006164, 220.32843804243498, 0.40508382909680907, 220.32843804243498
soft, 2, 5, 125, 500, N/A, N/A, 0.4096366383080226, 219.78867788174918, 0.40508382909680907, 219.78867788174918
hard, 2, 5, 125, 500, N/A, N/A, 0.4075293058362439, 217.96786333033765, 0.41046259486808817, 217.96786333033765
soft, 2, 5, 125, 500, N/A, N/A, 0.4234658876288513, 216.7456305326458, 0.3829113924050633, 216.7456305326458
hard, 2, 2, 150, 500, 1.0, 0.998, 1.0, 452.8912130346643, 1.0, 452.8912130346643
soft, 2, 2, 150, 500, 1.0, 0.998, 1.0, 452.8912130346643, 1.0, 452.8912130346643
hard, 2, 2, 150, 500, 1.0, 0.998, 1.0, 421.2739544986674, 1.0, 421.2739544986674
soft, 2, 2, 150, 500, 1.0, 0.998, 1.0, 421.2739544986674, 1.0, 421.2739544986674
hard, 2, 2, 150, 500, 1.0, 0.998, 1.0, 453.4511583576824, 1.0, 453.4511583576824
soft, 2, 2, 150, 500, 1.0, 0.998, 1.0, 453.4511583576824, 1.0, 453.4511583576824
hard, 2, 2, 150, 500, 1.0, 0.998, 1.0, 441.8648328799528, 1.0, 441.8648328799528
soft, 2, 2, 150, 500, 1.0, 0.998, 1.0, 441.8648328799528, 1.0, 441.8648328799528
hard, 2, 2, 150, 500, 1.0, 0.998, 1.0, 400.34589066733537, 1.0, 400.34589066733537
soft, 2, 2, 150, 500, 1.0, 0.998, 1.0, 400.34589066733537, 1.0, 400.34589066733537
hard, 2, 3, 150, 500, N/A, N/A, 0.7423018490282279, 303.89513421642516, 0.7776452547282331, 303.89513421642516
soft, 2, 3, 150, 500, N/A, N/A, 0.7473651236019867, 303.5865165956921, 0.7916289665009634, 303.5865165956921
hard, 2, 3, 150, 500, N/A, N/A, 0.7198563348901452, 285.4597428442022, 0.8899616341329736, 285.4597428442022
soft, 2, 3, 150, 500, N/A, N/A, 0.7664606666835249, 264.11735577611506, 0.5921790037292444, 264.11735577611506
hard, 2, 3, 150, 500, N/A, N/A, 0.7139864339265994, 292.8426774847081, 0.8062442997433559, 292.8426774847081
soft, 2, 3, 150, 500, N/A, N/A, 0.7072393265492608, 289.38899929207076, 0.8062442997433559, 289.38899929207076
hard, 2, 3, 150, 500, N/A, N/A, 0.756365474431843, 305.8542867492711, 0.7449713792331554, 305.8542867492711
soft, 2, 3, 150, 500, N/A, N/A, 0.7209520898475482, 279.86705075126366, 0.7729814359203757, 279.86705075126366
hard, 2, 3, 150, 500, N/A, N/A, 0.7642397040999162, 264.3177088908236, 0.7916289665009634, 264.3177088908236
soft, 2, 3, 150, 500, N/A, N/A, 0.7330509733963849, 255.10042617254283, 0.7449713792331554, 255.10042617254283
hard, 2, 4, 150, 500, N/A, N/A, 0.5010341842140779, 285.38568959305303, 0.49551136119582495, 285.38568959305303
soft, 2, 4, 150, 500, N/A, N/A, 0.5055525149654414, 278.07237617528364, 0.4907690820633437, 278.07237617528364
hard, 2, 4, 150, 500, N/A, N/A, 0.49284869163250145, 263.9505898386233, 0.48561292865589284, 263.9505898386233
soft, 2, 4, 150, 500, N/A, N/A, 0.4861083442387848, 254.71278943834622, 0.5121697956471174, 254.71278943834622
hard, 2, 4, 150, 500, N/A, N/A, 0.4936848114971946, 261.30858710091513, 0.4806191633619036, 261.30858710091513
soft, 2, 4, 150, 500, N/A, N/A, 0.5139460772154619, 255.1940638144523, 0.4806191633619036, 255.1940638144523
hard, 2, 4, 150, 500, N/A, N/A, 0.4872533236185185, 279.5637800979052, 0.5144672447840646, 279.5637800979052
soft, 2, 4, 150, 500, N/A, N/A, 0.477379185508383, 274.276336639052, 0.5523156089193825, 274.276336639052
hard, 2, 4, 150, 500, N/A, N/A, 0.5061804639221588, 237.1296957336807, 0.5334019822370961, 237.1296957336807
soft, 2, 4, 150, 500, N/A, N/A, 0.519670169672332, 232.62196202098087, 0.49551136119582495, 232.62196202098087
hard, 2, 5, 150, 500, N/A, N/A, 0.416819858701979, 257.8752706900904, 0.3296802767271199, 257.8752706900904
soft, 2, 5, 150, 500, N/A, N/A, 0.42162711802406466, 252.5244157571156, 0.3489776801576278, 252.5244157571156
