dataGeneratedCentroids, kmeansClusters, standardDeviation, pointsTrain, pointsTest, pointsTotal, trainAdjustedRand, trainCalinski, testAdjustedRand, testAdjustedRandRank, testAdjustedRandRankMatchesDataCentroidCount, testCalinski, testCalinskiRank, testCalinskiRankMatchesDataCentroidCount
2, 10, 0.0, 20, 80, 100, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 2, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, True, 1.0, 1, True
2, 3, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 4, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 5, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 6, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 7, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 8, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 9, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 10, 0.0, 25, 100, 125, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 2, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, True, 1.0, 1, True
2, 3, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 4, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 5, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 6, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 7, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 8, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 9, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 10, 0.0, 30, 120, 150, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 2, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, True, 1.0, 1, True
2, 3, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 4, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 5, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 6, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 7, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 8, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 9, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 10, 0.0, 35, 140, 175, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 2, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, True, 1.0, 1, True
2, 3, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 4, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 5, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 6, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 7, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 8, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 9, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 10, 0.0, 40, 160, 200, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 2, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, True, 1.0, 1, True
2, 3, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 4, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 5, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 6, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 7, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 8, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 9, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 10, 0.0, 45, 180, 225, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 2, 0.0, 50, 200, 250, 1.0, 1.0, 1.0, 1, True, 1.0, 1, True
2, 3, 0.0, 50, 200, 250, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
2, 4, 0.0, 50, 200, 250, 1.0, 1.0, 1.0, 1, False, 1.0, 1, False
