dataGeneratedCentroids, kmeansClusters, standardDeviation, pointsTrain, pointsTest, pointsTotal, trainAdjustedRand, trainCalinski, testAdjustedRand, testAdjustedRandRank, testAdjustedRandRankMatchesDataCentroidCount, testCalinski, testCalinskiRank, testCalinskiRankMatchesDataCentroidCount
2, 9, 3.0, 10, 40, 50, -0.04419889502762431, 712.0071825864401, -0.04419889502762431, 3, False, 712.0071825864401, 1, False
2, 2, 3.0, 15, 60, 75, -0.03194103194103196, 13.05627021499651, -0.03194103194103196, 8, False, 13.05627021499651, 9, False
2, 3, 3.0, 15, 60, 75, 0.03530895334174024, 14.003072217186446, 0.03530895334174024, 3, False, 14.003072217186446, 8, False
2, 4, 3.0, 15, 60, 75, -0.06177606177606183, 15.716420406160239, -0.06177606177606183, 9, False, 15.716420406160239, 7, False
2, 5, 3.0, 15, 60, 75, 0.010349288486416523, 18.33804643247493, 0.010349288486416523, 7, False, 18.33804643247493, 6, False
2, 6, 3.0, 15, 60, 75, 0.1035856573705179, 30.90715486862293, 0.1035856573705179, 1, False, 30.90715486862293, 5, False
2, 7, 3.0, 15, 60, 75, 0.05622489959839359, 39.990622604568486, 0.05622489959839359, 2, False, 39.990622604568486, 4, False
2, 8, 3.0, 15, 60, 75, 0.03485254691689006, 41.403363581311496, 0.03485254691689006, 4, False, 41.403363581311496, 3, False
2, 9, 3.0, 15, 60, 75, 0.032258064516129024, 43.42612687425742, 0.032258064516129024, 5, False, 43.42612687425742, 2, False
2, 10, 3.0, 15, 60, 75, 0.0107671601615074, 50.03329054801944, 0.0107671601615074, 6, False, 50.03329054801944, 1, False
2, 2, 3.0, 20, 80, 100, -0.019313304721030013, 12.9042521319761, -0.019313304721030013, 5, False, 12.9042521319761, 9, False
2, 3, 3.0, 20, 80, 100, -0.0602678571428572, 18.162061469408425, -0.0602678571428572, 7, False, 18.162061469408425, 8, False
2, 4, 3.0, 20, 80, 100, -0.05025125628140711, 19.328665942661182, -0.05025125628140711, 6, False, 19.328665942661182, 7, False
2, 5, 3.0, 20, 80, 100, -0.06036446469248294, 23.232770392015453, -0.06036446469248294, 8, False, 23.232770392015453, 6, False
2, 6, 3.0, 20, 80, 100, 0.012564249000571074, 27.410973309994894, 0.012564249000571074, 3, False, 27.410973309994894, 5, False
2, 7, 3.0, 20, 80, 100, -0.06102475532527345, 28.651672343580817, -0.06102475532527345, 9, False, 28.651672343580817, 4, False
2, 8, 3.0, 20, 80, 100, -0.005753739930955129, 31.62699519063751, -0.005753739930955129, 4, False, 31.62699519063751, 3, False
2, 9, 3.0, 20, 80, 100, 0.053302433371958294, 35.891721851356166, 0.053302433371958294, 2, False, 35.891721851356166, 2, False
2, 10, 3.0, 20, 80, 100, 0.0753186558516802, 40.70401732283029, 0.0753186558516802, 1, False, 40.70401732283029, 1, False
2, 2, 3.0, 25, 100, 125, -0.03833865814696479, 13.482460853975248, -0.03833865814696479, 8, False, 13.482460853975248, 9, False
2, 3, 3.0, 25, 100, 125, -0.04613733905579396, 16.928640052242255, -0.04613733905579396, 9, False, 16.928640052242255, 7, False
2, 4, 3.0, 25, 100, 125, -0.016811279826464236, 14.929885745622903, -0.016811279826464236, 6, False, 14.929885745622903, 8, False
2, 5, 3.0, 25, 100, 125, -0.0021816198527406135, 21.111558318110596, -0.0021816198527406135, 3, False, 21.111558318110596, 6, False
2, 6, 3.0, 25, 100, 125, 0.016930638995084634, 21.85465813162823, 0.016930638995084634, 1, False, 21.85465813162823, 5, False
2, 7, 3.0, 25, 100, 125, 0.009292156326865258, 26.62128851157871, 0.009292156326865258, 2, False, 26.62128851157871, 4, False
2, 8, 3.0, 25, 100, 125, -0.02796052631578946, 26.892829161767537, -0.02796052631578946, 7, False, 26.892829161767537, 3, False
2, 9, 3.0, 25, 100, 125, -0.008230452674897137, 29.272578294994194, -0.008230452674897137, 4, False, 29.272578294994194, 2, False
2, 10, 3.0, 25, 100, 125, -0.009892827699917544, 32.123402924987, -0.009892827699917544, 5, False, 32.123402924987, 1, False
2, 2, 3.0, 30, 120, 150, 0.0393089237597084, 17.26981985920985, 0.0393089237597084, 1, True, 17.26981985920985, 9, False
2, 3, 3.0, 30, 120, 150, -0.008615188257817472, 21.222579371947266, -0.008615188257817472, 7, False, 21.222579371947266, 8, False
2, 4, 3.0, 30, 120, 150, -0.004834810636583371, 23.66087290356198, -0.004834810636583371, 6, False, 23.66087290356198, 5, False
2, 5, 3.0, 30, 120, 150, 0.004191520232145759, 23.184907672676577, 0.004191520232145759, 4, False, 23.184907672676577, 7, False
2, 6, 3.0, 30, 120, 150, 0.022999676060900573, 23.571859741204293, 0.022999676060900573, 2, False, 23.571859741204293, 6, False
2, 7, 3.0, 30, 120, 150, 0.01782531194295898, 25.8787392375848, 0.01782531194295898, 3, False, 25.8787392375848, 2, False
2, 8, 3.0, 30, 120, 150, 0.0025957170668397026, 25.853496479693497, 0.0025957170668397026, 5, False, 25.853496479693497, 3, False
2, 9, 3.0, 30, 120, 150, -0.019863236730706595, 25.566864998120685, -0.019863236730706595, 9, False, 25.566864998120685, 4, False
2, 10, 3.0, 30, 120, 150, -0.013986013986013983, 28.665514330861228, -0.013986013986013983, 8, False, 28.665514330861228, 1, False
2, 2, 3.0, 35, 140, 175, -0.01974314740272192, 17.086833228421668, -0.01974314740272192, 9, False, 17.086833228421668, 9, False
2, 3, 3.0, 35, 140, 175, -0.013904982618771775, 23.227069163224613, -0.013904982618771775, 7, False, 23.227069163224613, 8, False
2, 4, 3.0, 35, 140, 175, -0.0017523364485981005, 23.913213597014295, -0.0017523364485981005, 3, False, 23.913213597014295, 7, False
2, 5, 3.0, 35, 140, 175, -0.0009760858955588299, 27.916396654704506, -0.0009760858955588299, 1, False, 27.916396654704506, 2, False
2, 6, 3.0, 35, 140, 175, -0.0019540791402051713, 27.189981707101094, -0.0019540791402051713, 4, False, 27.189981707101094, 4, False
2, 7, 3.0, 35, 140, 175, -0.002149907163099792, 25.09410609067539, -0.002149907163099792, 5, False, 25.09410609067539, 6, False
2, 8, 3.0, 35, 140, 175, -0.007638072855464156, 27.693378402999265, -0.007638072855464156, 6, False, 27.693378402999265, 3, False
2, 9, 3.0, 35, 140, 175, -0.0011755485893416887, 25.44441925442812, -0.0011755485893416887, 2, False, 25.44441925442812, 5, False
2, 10, 3.0, 35, 140, 175, -0.01708226978205381, 27.953776012998368, -0.01708226978205381, 8, False, 27.953776012998368, 1, False
2, 2, 3.0, 40, 160, 200, -0.023682652457075182, 21.684055935192788, -0.023682652457075182, 9, False, 21.684055935192788, 9, False
2, 3, 3.0, 40, 160, 200, -0.012150828765766392, 26.78946664452288, -0.012150828765766392, 8, False, 26.78946664452288, 8, False
2, 4, 3.0, 40, 160, 200, -0.00745672436750996, 28.32933079728904, -0.00745672436750996, 6, False, 28.32933079728904, 6, False
2, 5, 3.0, 40, 160, 200, 0.017068942525670105, 31.127995013322746, 0.017068942525670105, 3, False, 31.127995013322746, 1, False
2, 6, 3.0, 40, 160, 200, 0.010020040080160305, 30.75254819340714, 0.010020040080160305, 5, False, 30.75254819340714, 2, False
2, 7, 3.0, 40, 160, 200, 0.030861723446893773, 28.351643268160576, 0.030861723446893773, 2, False, 28.351643268160576, 5, False
2, 8, 3.0, 40, 160, 200, 0.0534866617637227, 28.879122822150062, 0.0534866617637227, 1, False, 28.879122822150062, 4, False
2, 9, 3.0, 40, 160, 200, -0.009902977584476415, 28.018204840880138, -0.009902977584476415, 7, False, 28.018204840880138, 7, False
2, 10, 3.0, 40, 160, 200, 0.012327482245745671, 29.202873988053515, 0.012327482245745671, 4, False, 29.202873988053515, 3, False
2, 2, 3.0, 45, 180, 225, -0.022727272727272776, 23.223254454048483, -0.022727272727272776, 9, False, 23.223254454048483, 9, False
2, 3, 3.0, 45, 180, 225, -0.015251331107300804, 31.546331898057325, -0.015251331107300804, 8, False, 31.546331898057325, 7, False
2, 4, 3.0, 45, 180, 225, -0.0011805303305485028, 32.45160763160427, -0.0011805303305485028, 7, False, 32.45160763160427, 5, False
2, 5, 3.0, 45, 180, 225, 0.012359703730631177, 34.24319257813442, 0.012359703730631177, 5, False, 34.24319257813442, 3, False
2, 6, 3.0, 45, 180, 225, 0.0023671871443529135, 32.24940352130075, 0.0023671871443529135, 6, False, 32.24940352130075, 6, False
2, 7, 3.0, 45, 180, 225, 0.013940139401394037, 32.875622577258305, 0.013940139401394037, 4, False, 32.875622577258305, 4, False
2, 8, 3.0, 45, 180, 225, 0.020224104946706765, 31.41925188474462, 0.020224104946706765, 2, False, 31.41925188474462, 8, False
2, 9, 3.0, 45, 180, 225, 0.015137698340324617, 35.173639378100724, 0.015137698340324617, 3, False, 35.173639378100724, 2, False
2, 10, 3.0, 45, 180, 225, 0.03609515996718621, 35.91894980951113, 0.03609515996718621, 1, False, 35.91894980951113, 1, False
2, 2, 3.0, 50, 200, 250, -0.013455453788509483, 27.40177304303879, -0.013455453788509483, 4, False, 27.40177304303879, 9, False
2, 3, 3.0, 50, 200, 250, -0.019021466126385552, 34.859351549546304, -0.019021466126385552, 7, False, 34.859351549546304, 8, False
2, 4, 3.0, 50, 200, 250, -0.0028275212064090617, 37.00120092933688, -0.0028275212064090617, 2, False, 37.00120092933688, 5, False
2, 5, 3.0, 50, 200, 250, -0.013542649238647099, 39.72533964696255, -0.013542649238647099, 5, False, 39.72533964696255, 2, False
2, 6, 3.0, 50, 200, 250, -0.022004724940938216, 37.29056168921937, -0.022004724940938216, 9, False, 37.29056168921937, 4, False
2, 7, 3.0, 50, 200, 250, -0.019316493313521525, 35.35941777843684, -0.019316493313521525, 8, False, 35.35941777843684, 7, False
2, 8, 3.0, 50, 200, 250, -0.011350200993142594, 36.952172036696375, -0.011350200993142594, 3, False, 36.952172036696375, 6, False
2, 9, 3.0, 50, 200, 250, -0.001556683587140463, 39.27456964224616, -0.001556683587140463, 1, False, 39.27456964224616, 3, False
2, 10, 3.0, 50, 200, 250, -0.015346651793259634, 40.02930988544546, -0.015346651793259634, 6, False, 40.02930988544546, 1, False
2, 2, 3.0, 55, 220, 275, -0.0016155088852989304, 31.875266268056407, -0.0016155088852989304, 3, False, 31.875266268056407, 9, False
2, 3, 3.0, 55, 220, 275, 0.005021044081813533, 40.5920235278125, 0.005021044081813533, 1, False, 40.5920235278125, 8, False
2, 4, 3.0, 55, 220, 275, -0.00044486184568235033, 42.894824037323986, -0.00044486184568235033, 2, False, 42.894824037323986, 7, False
2, 5, 3.0, 55, 220, 275, -0.011969532100108829, 45.602801790250375, -0.011969532100108829, 9, False, 45.602801790250375, 4, False
2, 6, 3.0, 55, 220, 275, -0.004553779141711664, 44.07968013724404, -0.004553779141711664, 6, False, 44.07968013724404, 5, False
2, 7, 3.0, 55, 220, 275, -0.008924144769459576, 44.056849120838095, -0.008924144769459576, 7, False, 44.056849120838095, 6, False
2, 8, 3.0, 55, 220, 275, -0.01129999504386181, 46.715460808932384, -0.01129999504386181, 8, False, 46.715460808932384, 1, False
2, 9, 3.0, 55, 220, 275, -0.004018056451212848, 45.661044713418526, -0.004018056451212848, 4, False, 45.661044713418526, 3, False
2, 10, 3.0, 55, 220, 275, -0.0044665012406947995, 46.53581566216882, -0.0044665012406947995, 5, False, 46.53581566216882, 2, False
2, 2, 3.0, 60, 240, 300, 0.011942812302627755, 35.56627988305825, 0.011942812302627755, 2, False, 35.56627988305825, 9, False
2, 3, 3.0, 60, 240, 300, 0.013317167984912327, 45.469055783553934, 0.013317167984912327, 1, False, 45.469055783553934, 8, False
2, 4, 3.0, 60, 240, 300, 0.0037095714672127885, 47.245926869482254, 0.0037095714672127885, 5, False, 47.245926869482254, 6, False
2, 5, 3.0, 60, 240, 300, -0.011598012873794283, 48.141755809453095, -0.011598012873794283, 9, False, 48.141755809453095, 4, False
2, 6, 3.0, 60, 240, 300, -0.007737392885467238, 46.971324564584584, -0.007737392885467238, 8, False, 46.971324564584584, 7, False
2, 7, 3.0, 60, 240, 300, 0.003409267007593342, 47.86331092026865, 0.003409267007593342, 6, False, 47.86331092026865, 5, False
2, 8, 3.0, 60, 240, 300, 0.0006201790767084304, 51.09542277079377, 0.0006201790767084304, 7, False, 51.09542277079377, 1, False
2, 9, 3.0, 60, 240, 300, 0.008912483289093854, 49.30174141477693, 0.008912483289093854, 3, False, 49.30174141477693, 3, False
2, 10, 3.0, 60, 240, 300, 0.008605151462294324, 50.14122591357098, 0.008605151462294324, 4, False, 50.14122591357098, 2, False
2, 2, 3.0, 65, 260, 325, 0.05404206229479106, 34.40842388589435, 0.05404206229479106, 1, True, 34.40842388589435, 9, False
2, 3, 3.0, 65, 260, 325, 0.020624684240244853, 49.17469441197975, 0.020624684240244853, 2, False, 49.17469441197975, 8, False
2, 4, 3.0, 65, 260, 325, 0.0036977396075624884, 50.79582140689849, 0.0036977396075624884, 4, False, 50.79582140689849, 7, False
2, 5, 3.0, 65, 260, 325, 0.006086554383661784, 54.226933945182004, 0.006086554383661784, 3, False, 54.226933945182004, 2, False
2, 6, 3.0, 65, 260, 325, -0.012575986139530706, 54.213136923650694, -0.012575986139530706, 8, False, 54.213136923650694, 3, False
2, 7, 3.0, 65, 260, 325, -0.014471087723494563, 52.5861670951561, -0.014471087723494563, 9, False, 52.5861670951561, 6, False
2, 8, 3.0, 65, 260, 325, -0.0029004574948419664, 53.80826547565178, -0.0029004574948419664, 7, False, 53.80826547565178, 4, False
2, 9, 3.0, 65, 260, 325, 0.0005683687815968357, 54.86594324304615, 0.0005683687815968357, 5, False, 54.86594324304615, 1, False
2, 10, 3.0, 65, 260, 325, -0.0017956007780936918, 53.01342861541722, -0.0017956007780936918, 6, False, 53.01342861541722, 5, False
2, 2, 3.0, 70, 280, 350, 0.05238895558223293, 38.53922125385675, 0.05238895558223293, 1, True, 38.53922125385675, 9, False
2, 3, 3.0, 70, 280, 350, 0.02845018806056514, 55.751228846378126, 0.02845018806056514, 2, False, 55.751228846378126, 8, False
2, 4, 3.0, 70, 280, 350, 0.00873098411009261, 56.58976170411927, 0.00873098411009261, 3, False, 56.58976170411927, 6, False
2, 5, 3.0, 70, 280, 350, -0.002734653872681326, 61.66553781877894, -0.002734653872681326, 5, False, 61.66553781877894, 2, False
2, 6, 3.0, 70, 280, 350, -0.009690861517588934, 62.11218397715266, -0.009690861517588934, 8, False, 62.11218397715266, 1, False
2, 7, 3.0, 70, 280, 350, -0.003174295476023175, 58.21192304596247, -0.003174295476023175, 6, False, 58.21192304596247, 5, False
2, 8, 3.0, 70, 280, 350, -0.0015521736494270365, 56.580216064281124, -0.0015521736494270365, 4, False, 56.580216064281124, 7, False
2, 9, 3.0, 70, 280, 350, -0.00431808257726456, 60.72446496075751, -0.00431808257726456, 7, False, 60.72446496075751, 3, False
2, 10, 3.0, 70, 280, 350, -0.011553398058252439, 59.20036028362141, -0.011553398058252439, 9, False, 59.20036028362141, 4, False
2, 2, 3.0, 75, 300, 375, 0.08213256484149856, 39.42664790993282, 0.08213256484149856, 1, True, 39.42664790993282, 9, False
2, 3, 3.0, 75, 300, 375, 0.02967651059806465, 57.36732900575789, 0.02967651059806465, 3, False, 57.36732900575789, 8, False
2, 4, 3.0, 75, 300, 375, 0.0007740312515118183, 59.34794827000586, 0.0007740312515118183, 5, False, 59.34794827000586, 7, False
2, 5, 3.0, 75, 300, 375, -0.005595515842667289, 64.83705324361087, -0.005595515842667289, 7, False, 64.83705324361087, 1, False
2, 6, 3.0, 75, 300, 375, -0.011224519468434674, 63.08826170078041, -0.011224519468434674, 8, False, 63.08826170078041, 4, False
2, 7, 3.0, 75, 300, 375, -0.013611773602466426, 64.53385596465206, -0.013611773602466426, 9, False, 64.53385596465206, 2, False
2, 8, 3.0, 75, 300, 375, 0.03117326785523646, 61.839468271482815, 0.03117326785523646, 2, False, 61.839468271482815, 6, False
2, 9, 3.0, 75, 300, 375, -0.0047338655698584645, 62.638707471723585, -0.0047338655698584645, 6, False, 62.638707471723585, 5, False
2, 10, 3.0, 75, 300, 375, 0.006834686031610414, 64.0720884409417, 0.006834686031610414, 4, False, 64.0720884409417, 3, False
2, 2, 3.0, 80, 320, 400, 0.05048076923076923, 42.164784087082374, 0.05048076923076923, 1, True, 42.164784087082374, 9, False
2, 3, 3.0, 80, 320, 400, 0.026338004389667435, 60.10686684343257, 0.026338004389667435, 2, False, 60.10686684343257, 5, False
2, 4, 3.0, 80, 320, 400, 0.0018544947308160884, 58.866907325897856, 0.0018544947308160884, 5, False, 58.866907325897856, 8, False
2, 5, 3.0, 80, 320, 400, 0.004517659207150779, 61.43841276349402, 0.004517659207150779, 4, False, 61.43841276349402, 3, False
2, 6, 3.0, 80, 320, 400, -0.006995379495298689, 64.70393819999595, -0.006995379495298689, 6, False, 64.70393819999595, 1, False
2, 7, 3.0, 80, 320, 400, -0.008793198202566849, 63.67340506572532, -0.008793198202566849, 9, False, 63.67340506572532, 2, False
2, 8, 3.0, 80, 320, 400, -0.007999935354057745, 60.82772998022575, -0.007999935354057745, 8, False, 60.82772998022575, 4, False
2, 9, 3.0, 80, 320, 400, -0.00790724750169787, 59.501651793875055, -0.00790724750169787, 7, False, 59.501651793875055, 6, False
2, 10, 3.0, 80, 320, 400, 0.019530744336569587, 59.49395917907163, 0.019530744336569587, 3, False, 59.49395917907163, 7, False
2, 2, 3.0, 85, 340, 425, 0.005494288311790949, 47.62453712483865, 0.005494288311790949, 2, False, 47.62453712483865, 9, False
2, 3, 3.0, 85, 340, 425, 0.025262879439190557, 63.89634541952266, 0.025262879439190557, 1, False, 63.89634541952266, 3, False
2, 4, 3.0, 85, 340, 425, -0.00144536455674385, 60.0073077063313, -0.00144536455674385, 7, False, 60.0073077063313, 8, False
2, 5, 3.0, 85, 340, 425, -0.0008092707939476849, 61.6292664660078, -0.0008092707939476849, 5, False, 61.6292664660078, 6, False
2, 6, 3.0, 85, 340, 425, -0.00142120922324938, 65.72389367632007, -0.00142120922324938, 6, False, 65.72389367632007, 1, False
2, 7, 3.0, 85, 340, 425, -0.00814623352979087, 65.57573736319067, -0.00814623352979087, 9, False, 65.57573736319067, 2, False
2, 8, 3.0, 85, 340, 425, -0.0034832088064027347, 62.63659225407115, -0.0034832088064027347, 8, False, 62.63659225407115, 5, False
2, 9, 3.0, 85, 340, 425, 0.004892933832377142, 61.338829712802635, 0.004892933832377142, 3, False, 61.338829712802635, 7, False
2, 10, 3.0, 85, 340, 425, 0.0032459110168082364, 62.96422609477746, 0.0032459110168082364, 4, False, 62.96422609477746, 4, False
2, 2, 3.0, 90, 360, 450, 0.0016825574873808368, 48.27362216886899, 0.0016825574873808368, 4, False, 48.27362216886899, 9, False
2, 3, 3.0, 90, 360, 450, 0.05166646016602649, 62.3028829488025, 0.05166646016602649, 1, False, 62.3028829488025, 7, False
2, 4, 3.0, 90, 360, 450, -0.00022567250406209225, 60.80265863786709, -0.00022567250406209225, 6, False, 60.80265863786709, 8, False
2, 5, 3.0, 90, 360, 450, 0.004960199763853819, 63.11831051970511, 0.004960199763853819, 3, False, 63.11831051970511, 6, False
2, 6, 3.0, 90, 360, 450, -0.003345332075066521, 67.28784965586516, -0.003345332075066521, 7, False, 67.28784965586516, 1, False
2, 7, 3.0, 90, 360, 450, -0.004850883392226159, 66.8443345267118, -0.004850883392226159, 8, False, 66.8443345267118, 2, False
2, 8, 3.0, 90, 360, 450, 0.015960003845784068, 66.81965442738205, 0.015960003845784068, 2, False, 66.81965442738205, 3, False
2, 9, 3.0, 90, 360, 450, -0.006326964867801534, 64.06428722614662, -0.006326964867801534, 9, False, 64.06428722614662, 4, False
2, 10, 3.0, 90, 360, 450, 0.0005657228523746467, 63.40198691627523, 0.0005657228523746467, 5, False, 63.40198691627523, 5, False
2, 2, 3.0, 95, 380, 475, 0.014782969415846371, 52.77313875632094, 0.014782969415846371, 2, False, 52.77313875632094, 9, False
2, 3, 3.0, 95, 380, 475, 0.05164501386221058, 66.43391057930037, 0.05164501386221058, 1, False, 66.43391057930037, 7, False
2, 4, 3.0, 95, 380, 475, 0.005857930956037115, 65.17894229700553, 0.005857930956037115, 4, False, 65.17894229700553, 8, False
2, 5, 3.0, 95, 380, 475, 0.010918905073828322, 66.8987890336381, 0.010918905073828322, 3, False, 66.8987890336381, 6, False
2, 6, 3.0, 95, 380, 475, 0.004718526148894645, 70.89522988096078, 0.004718526148894645, 5, False, 70.89522988096078, 3, False
2, 7, 3.0, 95, 380, 475, -0.007019310226916517, 73.53099070505756, -0.007019310226916517, 9, False, 73.53099070505756, 1, False
2, 8, 3.0, 95, 380, 475, -0.004901844366441341, 71.76052690433119, -0.004901844366441341, 8, False, 71.76052690433119, 2, False
2, 9, 3.0, 95, 380, 475, -0.0009980751407998886, 67.94692319694066, -0.0009980751407998886, 7, False, 67.94692319694066, 5, False
2, 10, 3.0, 95, 380, 475, -3.801974175091551e-05, 70.44423413167779, -3.801974175091551e-05, 6, False, 70.44423413167779, 4, False
2, 2, 3.0, 100, 400, 500, 0.04799921633932515, 54.92971446442308, 0.04799921633932515, 2, False, 54.92971446442308, 9, False
2, 3, 3.0, 100, 400, 500, 0.05985331515129182, 69.57139799684767, 0.05985331515129182, 1, False, 69.57139799684767, 8, False
2, 4, 3.0, 100, 400, 500, 0.0030681766908812395, 69.73947898529916, 0.0030681766908812395, 6, False, 69.73947898529916, 7, False
2, 5, 3.0, 100, 400, 500, 0.010073147304386361, 70.1759679761965, 0.010073147304386361, 3, False, 70.1759679761965, 5, False
2, 6, 3.0, 100, 400, 500, 0.00369685767097968, 73.96886472925365, 0.00369685767097968, 5, False, 73.96886472925365, 2, False
2, 7, 3.0, 100, 400, 500, 0.009100662202656214, 73.24331838103132, 0.009100662202656214, 4, False, 73.24331838103132, 4, False
2, 8, 3.0, 100, 400, 500, -0.0059271803556308275, 73.48071786312173, -0.0059271803556308275, 9, False, 73.48071786312173, 3, False
2, 9, 3.0, 100, 400, 500, -0.0028861096721675547, 70.11814508754826, -0.0028861096721675547, 7, False, 70.11814508754826, 6, False
2, 10, 3.0, 100, 400, 500, -0.004342515945175721, 74.5014003852578, -0.004342515945175721, 8, False, 74.5014003852578, 1, False
3, 2, 0.0, 5, 20, 25, 0.5454545454545454, 18.95307436087194, 0.5454545454545454, 3, False, 18.95307436087194, 1, False
3, 3, 0.0, 5, 20, 25, 1.0, 1.0, 1.0, 1, True, 1.0, 2, False
3, 4, 0.0, 5, 20, 25, 1.0, 1.0, 1.0, 1, False, 1.0, 2, False
3, 2, 0.0, 10, 40, 50, 0.5871559633027523, 44.57025033688164, 0.5871559633027523, 8, False, 44.57025033688164, 1, False
3, 3, 0.0, 10, 40, 50, 1.0, 1.0, 1.0, 1, True, 1.0, 2, False
3, 4, 0.0, 10, 40, 50, 1.0, 1.0, 1.0, 1, False, 1.0, 2, False
3, 5, 0.0, 10, 40, 50, 1.0, 1.0, 1.0, 1, False, 1.0, 2, False
3, 6, 0.0, 10, 40, 50, 1.0, 1.0, 1.0, 1, False, 1.0, 2, False
3, 7, 0.0, 10, 40, 50, 1.0, 1.0, 1.0, 1, False, 1.0, 2, False
3, 8, 0.0, 10, 40, 50, 1.0, 1.0, 1.0, 1, False, 1.0, 2, False
3, 9, 0.0, 10, 40, 50, 1.0, 1.0, 1.0, 1, False, 1.0, 2, False
3, 2, 0.0, 15, 60, 75, 0.5333333333333334, 60.35554733119388, 0.5333333333333334, 9, False, 60.35554733119388, 9, False
3, 3, 0.0, 15, 60, 75, 1.0, 2.7467580141624574e+33, 1.0, 1, True, 2.7467580141624574e+33, 1, True
3, 4, 0.0, 15, 60, 75, 1.0, 2.7467580141624574e+33, 1.0, 1, False, 2.7467580141624574e+33, 1, False
3, 5, 0.0, 15, 60, 75, 1.0, 2.7467580141624574e+33, 1.0, 1, False, 2.7467580141624574e+33, 1, False
3, 6, 0.0, 15, 60, 75, 1.0, 2.7467580141624574e+33, 1.0, 1, False, 2.7467580141624574e+33, 1, False
3, 7, 0.0, 15, 60, 75, 1.0, 2.7467580141624574e+33, 1.0, 1, False, 2.7467580141624574e+33, 1, False
3, 8, 0.0, 15, 60, 75, 1.0, 2.7467580141624574e+33, 1.0, 1, False, 2.7467580141624574e+33, 1, False
3, 9, 0.0, 15, 60, 75, 1.0, 2.7467580141624574e+33, 1.0, 1, False, 2.7467580141624574e+33, 1, False
3, 10, 0.0, 15, 60, 75, 1.0, 2.7467580141624574e+33, 1.0, 1, False, 2.7467580141624574e+33, 1, False
3, 2, 0.0, 20, 80, 100, 0.5652173913043479, 88.30748797187104, 0.5652173913043479, 9, False, 88.30748797187104, 9, False
3, 3, 0.0, 20, 80, 100, 1.0, 1.879739705367843e+33, 1.0, 1, True, 1.879739705367843e+33, 1, True
3, 4, 0.0, 20, 80, 100, 1.0, 1.879739705367843e+33, 1.0, 1, False, 1.879739705367843e+33, 1, False
3, 5, 0.0, 20, 80, 100, 1.0, 1.879739705367843e+33, 1.0, 1, False, 1.879739705367843e+33, 1, False
3, 6, 0.0, 20, 80, 100, 1.0, 1.879739705367843e+33, 1.0, 1, False, 1.879739705367843e+33, 1, False
3, 7, 0.0, 20, 80, 100, 1.0, 1.879739705367843e+33, 1.0, 1, False, 1.879739705367843e+33, 1, False
3, 8, 0.0, 20, 80, 100, 1.0, 1.879739705367843e+33, 1.0, 1, False, 1.879739705367843e+33, 1, False
3, 9, 0.0, 20, 80, 100, 1.0, 1.879739705367843e+33, 1.0, 1, False, 1.879739705367843e+33, 1, False
3, 10, 0.0, 20, 80, 100, 1.0, 1.879739705367843e+33, 1.0, 1, False, 1.879739705367843e+33, 1, False
3, 2, 0.0, 25, 100, 125, 0.5798319327731092, 115.32552274668129, 0.5798319327731092, 9, False, 115.32552274668129, 9, False
3, 3, 0.0, 25, 100, 125, 1.0, 1.341796696559203e+33, 1.0, 1, True, 1.341796696559203e+33, 2, False
3, 4, 0.0, 25, 100, 125, 1.0, 1.3417966965592032e+33, 1.0, 1, False, 1.3417966965592032e+33, 1, False
3, 5, 0.0, 25, 100, 125, 1.0, 1.341796696559203e+33, 1.0, 1, False, 1.341796696559203e+33, 2, False
3, 6, 0.0, 25, 100, 125, 1.0, 1.341796696559203e+33, 1.0, 1, False, 1.341796696559203e+33, 2, False
3, 7, 0.0, 25, 100, 125, 1.0, 1.341796696559203e+33, 1.0, 1, False, 1.341796696559203e+33, 2, False
3, 8, 0.0, 25, 100, 125, 1.0, 1.341796696559203e+33, 1.0, 1, False, 1.341796696559203e+33, 2, False
3, 9, 0.0, 25, 100, 125, 1.0, 1.341796696559203e+33, 1.0, 1, False, 1.341796696559203e+33, 2, False
3, 10, 0.0, 25, 100, 125, 1.0, 1.341796696559203e+33, 1.0, 1, False, 1.341796696559203e+33, 2, False
3, 2, 0.0, 30, 120, 150, 0.5538461538461539, 129.99656348257147, 0.5538461538461539, 9, False, 129.99656348257147, 9, False
3, 3, 0.0, 30, 120, 150, 1.0, 1.236041106373106e+33, 1.0, 1, True, 1.236041106373106e+33, 1, True
3, 4, 0.0, 30, 120, 150, 1.0, 1.236041106373106e+33, 1.0, 1, False, 1.236041106373106e+33, 1, False
3, 5, 0.0, 30, 120, 150, 1.0, 1.236041106373106e+33, 1.0, 1, False, 1.236041106373106e+33, 1, False
3, 6, 0.0, 30, 120, 150, 1.0, 1.236041106373106e+33, 1.0, 1, False, 1.236041106373106e+33, 1, False
3, 7, 0.0, 30, 120, 150, 1.0, 1.236041106373106e+33, 1.0, 1, False, 1.236041106373106e+33, 1, False
3, 8, 0.0, 30, 120, 150, 1.0, 1.236041106373106e+33, 1.0, 1, False, 1.236041106373106e+33, 1, False
3, 9, 0.0, 30, 120, 150, 1.0, 1.236041106373106e+33, 1.0, 1, False, 1.236041106373106e+33, 1, False
